"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
280, 1.976055000000000e-02, -1.283354000000000e-02, 9.955230479028526e-01, 1.419287477746965e+02, -3.038547931710707e+01, 2.054709680493319e+05, 7.795602979865581e+04, 2.727901842723891e+02, 4.403391463497030e-01, -2.059230393830336e+00
281, 1.683845000000000e-02, -1.210655000000000e-02, 9.831788462031364e-01, 1.425166122500495e+02, -3.823642922618435e+01, 2.038350605112201e+05, 7.710491969897850e+04, 2.731995053513062e+02, 4.529371087928067e-01, -2.134228640250740e+00
282, 1.419420000000000e-02, -1.129939000000000e-02, 9.701703686429595e-01, 1.411477145061490e+02, -4.576063734016267e+01, 2.018312169563042e+05, 7.619375545208874e+04, 2.735909446238471e+02, 4.612416661057581e-01, -2.214518746952105e+00
283, 1.181425000000000e-02, -1.042029000000000e-02, 9.622504645294965e-01, 1.455077709512900e+02, -5.836473901658186e+01, 2.024430272589956e+05, 7.586857129806581e+04, 2.746655059617253e+02, 4.903911956933878e-01, -2.243173372628228e+00
284, 9.688731000000001e-03, -9.472606000000000e-03, 9.601678427765710e-01, 1.399709128823924e+02, -6.754031850418738e+01, 2.028746116631682e+05, 7.611873447792098e+04, 2.761688857741589e+02, 4.858554952910539e-01, -2.221129456317985e+00
285, 7.806751000000000e-03, -8.466955000000000e-03, 9.606054230674386e-01, 1.373188482063821e+02, -7.932793968327380e+01, 2.041696896481262e+05, 7.643172218299645e+04, 2.771781275139268e+02, 4.946412759285386e-01, -2.193549559145214e+00
286, 6.157103000000000e-03, -7.416426000000000e-03, 9.671750109535937e-01, 1.317789783645124e+02, -9.017982308074340e+01, 2.066093133567242e+05, 7.737102922442894e+04, 2.786786206729558e+02, 4.933420889972323e-01, -2.110779561486293e+00
287, 4.729583000000000e-03, -6.333336000000000e-03, 9.789935545582019e-01, 1.263292135119248e+02, -1.037163237549166e+02, 2.102185756121916e+05, 7.862955038951179e+04, 2.797926522472648e+02, 4.978976469339657e-01, -1.999881006176043e+00
288, 3.513803000000000e-03, -5.230770000000000e-03, 9.956656585029451e-01, 1.144030433315059e+02, -1.111282395456644e+02, 2.143308363554609e+05, 8.062267916122521e+04, 2.820811355121338e+02, 4.757602749161116e-01, -1.824250188464875e+00
289, 2.495499000000000e-03, -4.125410000000000e-03, 1.017367226413805e+00, 1.013622498767127e+02, -1.177161299057918e+02, 2.192695058535852e+05, 8.296391197155671e+04, 2.840807619962083e+02, 4.519014088981656e-01, -1.617945087276029e+00
290, 1.655695000000000e-03, -3.035541000000000e-03, 1.036828136047073e+00, 8.697726633686672e+01, -1.196001368447186e+02, 2.235903292853127e+05, 8.521764326220351e+04, 2.863209265016873e+02, 4.204696534307507e-01, -1.419350458020205e+00
291, 9.731799000000000e-04, -1.977225000000000e-03, 1.054494743040002e+00, 7.269208827031386e+01, -1.210082752239572e+02, 2.273986570474016e+05, 8.717999544820293e+04, 2.880068175733311e+02, 3.934847120270513e-01, -1.246431616068967e+00
292, 4.272943000000000e-04, -9.623883000000000e-04, 1.067486640922509e+00, 5.961748023582577e+01, -1.200028858167598e+02, 2.307668481702877e+05, 8.894277463086152e+04, 2.902542382732739e+02, 3.675287846752448e-01, -1.091098777725361e+00
293, 0.000000000000000e+00, 0.000000000000000e+00, 1.075302276704214e+00, 4.687385066673478e+01, -1.148959945256917e+02, 2.338367653227871e+05, 9.067072122589848e+04, 2.937425429380720e+02, 3.358712351538421e-01, -9.388353225213704e-01
